Timestamp,QR_Data,Distance_meters
2026-08-13 10:24:08,https://qrr.to/ea5f58ef,0.43
2026-08-13 10:24:15,https://qrr.to/ea5f58ef,0.44
2026-08-13 10:24:16,https://qrr.to/ea5f58ef,0.44
2026-08-13 10:24:17,https://qrr.to/ea5f58ef,0.43
2026-08-13 10:24:18,https://qrr.to/ea5f58ef,0.43
2026-08-13 10:27:43,https://qrr.to/ea5f58ef,0.59
2026-08-13 10:27:44,https://qrr.to/ea5f58ef,0.59
2026-08-13 10:27:45,https://qrr.to/ea5f58ef,0.59
2026-08-13 10:27:46,https://qrr.to/ea5f58ef,0.59
2026-08-13 10:27:47,https://qrr.to/ea5f58ef,0.59
2026-08-13 10:27:48,https://qrr.to/ea5f58ef,0.59
2026-08-13 10:27:49,https://qrr.to/ea5f58ef,0.59
2026-08-13 10:27:56,https://qrr.to/ea5f58ef,0.60
2026-08-13 10:27:57,https://qrr.to/ea5f58ef,0.59
2026-08-13 10:27:58,https://qrr.to/ea5f58ef,0.60
2026-08-13 10:27:59,https://qrr.to/ea5f58ef,0.59
2026-08-13 10:28:16,https://qrr.to/ea5f58ef,0.46
2026-08-13 10:28:17,https://qrr.to/ea5f58ef,0.45
2026-08-13 10:28:18,https://qrr.to/ea5f58ef,0.45
2026-08-13 10:30:35,https://qrr.to/ea5f58ef,0.46
2026-08-13 10:30:36,https://qrr.to/ea5f58ef,0.46
2026-08-13 10:30:37,https://qrr.to/ea5f58ef,0.46
2026-08-13 10:30:38,https://qrr.to/ea5f58ef,0.46
2026-08-13 10:30:39,https://qrr.to/ea5f58ef,0.46
2026-08-13 10:30:40,https://qrr.to/ea5f58ef,0.46
2026-08-13 10:30:41,https://qrr.to/ea5f58ef,0.46
2026-08-13 10:30:56,https://qrr.to/ea5f58ef,0.44
2026-08-13 10:30:57,https://qrr.to/ea5f58ef,0.44
2026-08-13 10:30:58,https://qrr.to/ea5f58ef,0.44
2026-08-13 10:30:59,https://qrr.to/ea5f58ef,0.44
2026-08-13 10:31:06,https://qrr.to/ea5f58ef,0.36
2026-08-13 10:31:07,https://qrr.to/ea5f58ef,0.36
2026-08-13 10:31:08,https://qrr.to/ea5f58ef,0.36
2026-08-13 10:31:09,https://qrr.to/ea5f58ef,0.36
2026-08-13 10:31:10,https://qrr.to/ea5f58ef,0.36
2026-08-13 10:31:11,https://qrr.to/ea5f58ef,0.36
2026-08-13 10:34:56,https://qrr.to/ea5f58ef,0.50
2026-08-13 10:34:57,https://qrr.to/ea5f58ef,0.51
2026-08-13 10:34:58,https://qrr.to/ea5f58ef,0.52
2026-08-13 10:34:59,https://qrr.to/ea5f58ef,0.51
2026-08-13 10:35:00,https://qrr.to/ea5f58ef,0.51
2026-08-13 10:35:03,https://qrr.to/ea5f58ef,0.53
2026-08-13 10:35:04,https://qrr.to/ea5f58ef,0.53
2026-08-13 10:35:05,https://qrr.to/ea5f58ef,0.53
2026-08-13 10:35:06,https://qrr.to/ea5f58ef,0.53
2026-08-13 10:41:11,https://qrr.to/ea5f58ef,0.68
2026-08-13 10:41:12,https://qrr.to/ea5f58ef,0.68
2026-08-13 10:41:13,https://qrr.to/ea5f58ef,0.68
2026-08-13 10:41:14,https://qrr.to/ea5f58ef,0.68
2026-08-13 10:41:15,https://qrr.to/ea5f58ef,0.68
2026-08-13 10:41:16,https://qrr.to/ea5f58ef,0.68
2026-08-13 10:41:17,https://qrr.to/ea5f58ef,0.68
2026-08-13 10:41:18,https://qrr.to/ea5f58ef,0.68
2026-08-13 10:41:19,https://qrr.to/ea5f58ef,0.68
2026-08-13 10:41:28,https://qrr.to/ea5f58ef,1.07
2026-08-13 10:41:29,https://qrr.to/ea5f58ef,1.09
2026-08-13 10:41:30,https://qrr.to/ea5f58ef,1.10
2026-08-13 10:41:31,https://qrr.to/ea5f58ef,1.10
2026-08-13 10:42:23,https://qrr.to/ea5f58ef,1.29
2026-08-13 10:42:35,https://qrr.to/ea5f58ef,1.13
2026-08-13 10:42:36,https://qrr.to/ea5f58ef,1.15
2026-08-13 10:42:37,https://qrr.to/ea5f58ef,1.14
2026-08-13 10:42:38,https://qrr.to/ea5f58ef,1.14
2026-08-13 10:42:39,https://qrr.to/ea5f58ef,1.21
2026-08-13 10:42:40,https://qrr.to/ea5f58ef,1.21
2026-08-13 10:42:43,https://qrr.to/ea5f58ef,1.25
2026-08-13 10:42:44,https://qrr.to/ea5f58ef,1.25
2026-08-13 10:42:45,https://qrr.to/ea5f58ef,1.23
2026-08-13 10:44:32,https://qrr.to/ea5f58ef,1.02
2026-08-13 10:44:33,https://qrr.to/ea5f58ef,1.04
2026-08-13 10:44:34,https://qrr.to/ea5f58ef,1.03
2026-08-13 10:44:35,https://qrr.to/ea5f58ef,1.04
2026-08-13 10:44:38,https://qrr.to/ea5f58ef,1.04
2026-08-13 10:44:39,https://qrr.to/ea5f58ef,1.03
2026-08-13 10:44:40,https://qrr.to/ea5f58ef,1.03
2026-08-13 10:45:34,https://example.com,0.89
2026-08-13 10:45:35,https://example.com,0.89
2026-08-13 10:45:41,https://example.com,0.74
2026-08-13 10:45:42,https://example.com,0.73
2026-08-13 10:45:43,https://example.com,0.72
2026-08-13 10:45:44,https://example.com,0.72
2026-08-13 10:45:45,https://example.com,0.72
2026-08-13 10:45:46,https://example.com,0.72
2026-08-13 10:45:47,https://example.com,1.08
2026-08-13 10:45:48,https://example.com,1.10
2026-08-13 10:45:49,https://example.com,1.10
2026-08-13 10:45:56,https://example.com,1.11
2026-08-13 10:45:57,https://example.com,1.11
2026-08-13 10:45:58,https://example.com,1.11
2026-08-13 10:45:59,https://example.com,1.13
2026-08-13 10:46:00,https://example.com,1.12
2026-08-13 10:46:01,https://example.com,1.13
2026-08-13 10:46:04,https://example.com,1.13
2026-08-13 10:46:05,https://example.com,1.14
2026-08-13 10:46:06,https://example.com,0.74
2026-08-13 10:46:07,https://example.com,0.48
2026-08-13 10:46:08,https://example.com,0.48
2026-08-13 10:46:09,https://example.com,0.36
2026-08-13 10:46:10,https://example.com,0.35
2026-08-13 10:46:11,https://example.com,0.35
2026-08-13 10:46:12,https://example.com,0.35
2026-08-13 10:46:13,https://example.com,1.13
2026-08-13 10:46:14,https://example.com,1.13
2026-08-13 10:46:21,https://example.com,1.13
2026-08-13 10:46:23,https://example.com,1.11
2026-08-13 10:46:24,https://example.com,0.73
2026-08-13 10:46:25,https://example.com,0.73
2026-08-13 10:46:26,https://example.com,0.73
2026-08-13 10:46:27,https://example.com,0.47
2026-08-13 10:46:28,https://example.com,0.35
2026-08-13 10:46:29,https://example.com,0.35
2026-08-13 10:46:30,https://example.com,0.36
2026-08-13 10:46:31,https://example.com,0.37
2026-08-13 10:46:32,https://example.com,0.40
2026-08-22 12:03:57,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,153,41
2026-08-22 12:03:58,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,149,132
2026-08-22 12:03:59,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,147,158
2026-08-22 12:04:00,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,143,143
2026-08-22 12:04:01,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,132,42
2026-08-22 12:04:02,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,122,113
2026-08-22 12:04:03,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,113,80
2026-08-22 12:04:04,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,102,90
2026-08-22 12:04:05,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,99,67
2026-08-22 12:04:06,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,99,73
2026-08-22 12:04:08,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,106,63
2026-08-22 12:04:11,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,104,41
2026-08-22 12:04:12,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,83,185
2026-08-22 12:04:15,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,83,137
2026-08-22 12:04:16,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,76,199
2026-08-22 12:04:23,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,76,201
2026-08-22 12:11:59,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,101,193
2026-08-22 12:12:00,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,102,180
2026-08-22 12:12:01,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,102,169
2026-08-22 12:12:02,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,96,174
2026-08-22 12:12:03,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,92,136
2026-08-22 12:12:04,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,93,145
2026-08-22 12:12:05,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,93,145
2026-08-22 12:12:06,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,92,125
2026-08-22 12:12:07,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,91,86
2026-08-22 12:12:10,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,91,75
2026-08-22 12:12:11,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,213
2026-08-22 12:12:12,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,177
2026-08-22 12:12:15,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,84,28
2026-08-22 12:12:16,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,82,160
2026-08-22 12:12:18,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,84,73
2026-08-22 12:12:22,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,139
2026-08-22 12:12:25,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,127
2026-08-22 12:12:26,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,223
2026-08-22 12:12:27,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,211
2026-08-22 12:12:28,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,220
2026-08-22 12:12:29,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,84,225
2026-08-22 12:12:30,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,223
2026-08-22 12:12:31,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,83,209
2026-08-22 12:12:32,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,81,183
2026-08-22 12:12:34,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,82,181
2026-08-22 12:12:37,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,83,122
2026-08-22 12:12:39,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,87,226
2026-08-22 12:12:40,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,86,233
2026-08-22 12:12:41,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,86,233
2026-08-22 12:12:42,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,86,234
2026-08-22 12:12:43,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,86,222
2026-08-22 12:12:44,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,218
2026-08-22 12:12:45,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,221
2026-08-22 12:12:46,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,213
2026-08-22 12:12:47,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,84,191
2026-08-22 12:12:49,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,61
2026-08-22 12:12:50,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,134,70
2026-08-22 12:12:51,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,122,127
2026-08-22 12:12:52,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,117,188
2026-08-22 12:12:53,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,117,249
2026-08-22 12:12:54,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,116,253
2026-08-22 12:12:55,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,116,203
2026-08-22 12:12:56,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,114,205
2026-08-22 12:12:57,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,113,183
2026-08-22 12:12:58,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,113,182
2026-08-22 12:12:59,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,108,201
2026-08-22 12:13:00,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,106,303
2026-08-22 12:13:01,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,106,314
2026-08-22 12:13:02,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,106,285
2026-08-22 12:13:03,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,105,299
2026-08-22 12:13:04,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,94,301
2026-08-22 12:13:05,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,88,242
2026-08-22 12:13:06,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,85,313
2026-08-22 12:13:07,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,84,286
2026-08-22 12:13:08,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,81,223
2026-08-22 12:13:09,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,78,330
2026-08-22 12:13:11,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,78,322
2026-08-22 12:13:15,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,78,233
2026-08-22 12:13:16,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,88,294
2026-08-22 12:13:18,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,78,277
2026-08-22 12:13:19,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,87,330
2026-08-22 12:13:22,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,87,261
2026-08-22 12:13:23,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,92,243
2026-08-22 12:13:24,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,92,260
2026-08-22 12:13:25,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,92,241
2026-08-22 12:13:28,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,87,145
2026-08-22 12:13:29,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,82,231
2026-08-22 12:26:42,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,103,159
2026-08-22 12:26:43,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,102,208
2026-08-22 12:26:44,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,100,209
2026-08-22 12:26:45,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,100,213
2026-08-22 12:26:46,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,100,220
2026-08-22 12:26:47,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,91,116
2026-08-22 12:26:50,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,100,99
2026-08-22 12:26:54,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,98,192
2026-08-22 12:27:03,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,91,178
2026-08-22 12:27:17,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,93,220
2026-08-22 12:27:18,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,94,194
2026-08-22 12:27:19,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,94,159
2026-08-22 12:27:20,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,89,252
2026-08-22 12:27:21,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,86,264
2026-08-22 12:27:22,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,84,245
2026-08-22 12:27:23,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,83,222
2026-08-22 12:27:25,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,82,206
2026-08-22 12:27:28,https://css.ext.hp.com/messenger/whatsApp/whatsApp_IN.html,87,109
2026-08-22 14:32:58,https://qrr.to/ea5f58ef,193,252
2026-08-22 14:32:59,https://qrr.to/ea5f58ef,198,272
2026-08-22 14:33:00,https://qrr.to/ea5f58ef,185,210
2026-08-22 14:33:01,https://qrr.to/ea5f58ef,161,231
2026-08-22 14:33:02,https://qrr.to/ea5f58ef,162,169
2026-08-22 14:33:05,https://qrr.to/ea5f58ef,158,18
2026-08-22 14:52:02,https://qrr.to/ea5f58ef,112,174
2026-08-22 14:52:03,https://qrr.to/ea5f58ef,119,303
2026-08-22 14:52:04,https://qrr.to/ea5f58ef,118,303
2026-08-22 14:52:05,https://qrr.to/ea5f58ef,117,328
2026-08-22 14:52:06,https://qrr.to/ea5f58ef,120,318
2026-08-22 14:52:07,https://qrr.to/ea5f58ef,103,80
2026-08-22 14:52:08,https://qrr.to/ea5f58ef,77,266
2026-08-22 14:52:09,https://qrr.to/ea5f58ef,53,367
2026-08-22 14:52:13,https://qrr.to/ea5f58ef,55,253
2026-08-22 14:52:14,https://qrr.to/ea5f58ef,53,454
2026-08-22 14:52:15,https://qrr.to/ea5f58ef,53,454
2026-08-22 14:52:17,https://qrr.to/ea5f58ef,53,399
2026-08-22 14:52:20,https://qrr.to/ea5f58ef,53,126
2026-08-22 14:52:28,https://qrr.to/ea5f58ef,53,800
2026-08-22 14:52:35,https://qrr.to/ea5f58ef,53,229
2026-08-22 14:52:42,https://qrr.to/ea5f58ef,53,334
2026-08-22 14:52:49,https://qrr.to/ea5f58ef,53,64
2026-08-22 14:52:59,https://qrr.to/ea5f58ef,53,550
2026-08-22 15:05:54,https://cpplusworld.com/serviceappqrcode,216,22
2026-08-22 15:05:55,https://cpplusworld.com/serviceappqrcode,225,71
2026-08-22 15:05:56,https://cpplusworld.com/serviceappqrcode,214,59
2026-08-22 15:05:57,https://cpplusworld.com/serviceappqrcode,171,39
2026-08-22 15:05:58,https://cpplusworld.com/serviceappqrcode,161,28
2026-08-22 15:05:59,WVMMZ7XQ4PWNYKQN,72,80
2026-08-22 15:06:00,https://cpplusworld.com/serviceappqrcode,129,67
2026-08-22 15:06:00,WVMMZ7XQ4PWNYKQN,68,65
2026-08-22 15:06:00,https://cpplusworld.com/serviceappqrcode,116,28
2026-08-22 15:06:00,WVMMZ7XQ4PWNYKQN,59,87
2026-08-22 15:06:01,https://cpplusworld.com/serviceappqrcode,96,43
2026-08-22 15:06:01,WVMMZ7XQ4PWNYKQN,53,195
2026-08-22 15:06:02,WVMMZ7XQ4PWNYKQN,50,142
2026-08-22 15:06:02,https://cpplusworld.com/serviceappqrcode,87,96
2026-08-22 15:06:02,WVMMZ7XQ4PWNYKQN,48,131
2026-08-22 15:06:02,https://cpplusworld.com/serviceappqrcode,84,74
2026-08-22 15:06:03,WVMMZ7XQ4PWNYKQN,47,99
2026-08-22 15:06:03,https://cpplusworld.com/serviceappqrcode,81,69
2026-08-22 15:06:04,https://cpplusworld.com/serviceappqrcode,75,171
2026-08-22 15:06:12,https://cpplusworld.com/serviceappqrcode,75,202
2026-08-22 15:06:19,https://cpplusworld.com/serviceappqrcode,75,38
2026-08-22 15:06:19,WVMMZ7XQ4PWNYKQN,57,271
2026-08-22 15:06:20,WVMMZ7XQ4PWNYKQN,57,369
2026-08-22 15:06:21,WVMMZ7XQ4PWNYKQN,57,196
2026-08-22 15:06:25,WVMMZ7XQ4PWNYKQN,58,59
2026-08-22 15:06:29,WVMMZ7XQ4PWNYKQN,58,133
2026-08-22 15:06:31,WVMMZ7XQ4PWNYKQN,52,353
2026-08-22 15:06:32,WVMMZ7XQ4PWNYKQN,51,283
2026-08-22 15:06:32,https://cpplusworld.com/serviceappqrcode,94,92
2026-08-22 15:06:36,WVMMZ7XQ4PWNYKQN,52,11
2026-08-22 15:06:37,https://cpplusworld.com/serviceappqrcode,95,329
2026-08-22 15:06:37,WVMMZ7XQ4PWNYKQN,52,266
2026-08-22 15:06:38,WVMMZ7XQ4PWNYKQN,51,440
2026-08-22 15:06:39,WVMMZ7XQ4PWNYKQN,52,373
2026-08-22 15:06:40,WVMMZ7XQ4PWNYKQN,52,478
2026-08-22 15:06:41,WVMMZ7XQ4PWNYKQN,52,462
2026-08-22 15:06:45,WVMMZ7XQ4PWNYKQN,52,35
2026-08-22 15:06:46,https://cpplusworld.com/serviceappqrcode,95,494
2026-08-22 15:06:46,WVMMZ7XQ4PWNYKQN,51,521
2026-08-22 15:06:47,WVMMZ7XQ4PWNYKQN,51,525
2026-08-22 15:06:48,WVMMZ7XQ4PWNYKQN,50,424
2026-08-22 15:06:52,WVMMZ7XQ4PWNYKQN,51,234
2026-08-22 15:06:52,https://cpplusworld.com/serviceappqrcode,58,374
2026-08-22 15:06:53,https://cpplusworld.com/serviceappqrcode,58,408
2026-08-22 15:06:54,https://cpplusworld.com/serviceappqrcode,58,432
2026-08-22 15:06:55,https://cpplusworld.com/serviceappqrcode,57,418
2026-08-22 15:06:56,https://cpplusworld.com/serviceappqrcode,57,354
2026-08-22 15:07:00,https://cpplusworld.com/serviceappqrcode,58,252
2026-08-22 15:07:04,https://cpplusworld.com/serviceappqrcode,58,146
2026-08-22 15:07:09,https://cpplusworld.com/serviceappqrcode,58,130
2026-08-22 15:07:10,https://cpplusworld.com/serviceappqrcode,68,267
2026-08-22 15:07:11,https://cpplusworld.com/serviceappqrcode,69,382
2026-08-22 15:07:12,https://cpplusworld.com/serviceappqrcode,70,213
2026-08-22 15:07:13,https://cpplusworld.com/serviceappqrcode,66,440
2026-08-22 15:07:14,https://cpplusworld.com/serviceappqrcode,66,394
2026-08-22 15:07:18,https://cpplusworld.com/serviceappqrcode,66,121
2026-08-22 15:07:21,https://cpplusworld.com/serviceappqrcode,66,106
2026-08-22 15:07:22,https://cpplusworld.com/serviceappqrcode,84,180
2026-08-22 15:07:26,https://cpplusworld.com/serviceappqrcode,66,153
2026-08-22 15:07:26,WVMMZ7XQ4PWNYKQN,50,414
2026-08-22 15:07:27,https://cpplusworld.com/serviceappqrcode,94,442
2026-08-22 15:07:31,https://cpplusworld.com/serviceappqrcode,94,62
